,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
0,TZLTF,TZ Ltd,0.12999999523162842,True,2012.0,,,,,,,,,,
1,TSN,Tyson Foods Inc,62.34000015258789,False,2009.0,,10-25,01-08,7.0,7.0,4.0,4.0,10-25,01-08,7.091346448907577
2,TYRA,TyraTech Inc,$0.02 ,True,,No data fetched for symbol TYRA using YahooDailyReader,,,,,,,,,
3,TYPFF,Typhoon Exploration Inc,0.05000000074505806,False,2010.0,,07-05,09-18,3.0,3.0,7.0,7.0,07-05,09-18,2.78534181371804
4,TIPNF,Tyner Resources Ltd,0.10000000149011612,False,2010.0,,01-19,04-03,3.0,3.0,7.0,7.0,01-19,04-03,9.154663115149084
5,TYME,Tyme Technologies Inc,0.9430000185966492,True,2015.0,,,,,,,,,,
6,LPUSY,Tyman PLC,$0.15 ,True,,No data fetched for symbol LPUSY using YahooDailyReader,,,,,,,,,
7,LPUSF,Tyman PLC,$3.79 ,True,,'Date',,,,,,,,,
8,TYL,Tyler Technologies Inc,414.3800048828125,False,2009.0,,05-08,07-22,7.0,7.0,4.0,4.0,05-08,07-22,11.692626615657566
9,TYC,Tyco International PLC,$47.74 ,True,,'Date',,,,,,,,,
10,TXHG,TX Holdings Inc,0.012500000186264515,False,2009.0,,11-19,02-02,5.0,5.0,6.0,6.0,11-19,02-02,25.567061860591405
11,TURV,Two Rivers Water & Farming Co,0.07410000264644623,False,2009.0,,05-27,08-10,4.0,4.0,7.0,7.0,05-27,08-10,-3.23267743139396
12,TRVR,Two Rivers Financial Group Inc,26.0,False,2009.0,,11-01,01-15,5.0,5.0,6.0,6.0,03-27,06-10,4.1589609724134515
13,TRCB,Two River Bancorp,$22.40 ,True,,No data fetched for symbol TRCB using YahooDailyReader,,,,,,,,,
14,TWO,Two Harbors Investment Corp,6.260000228881836,False,2009.0,,11-12,01-26,7.0,7.0,4.0,4.0,11-12,01-26,3.4814082287802237
15,TWTR,Twitter Inc,43.619998931884766,True,2013.0,,,,,,,,,,
16,TWST,Twist Bioscience Corp,114.5,True,2018.0,,,,,,,,,,
17,TLCC,Twinlab Consolidated Holdings Inc,0.10999999940395355,True,2015.0,,,,,,,,,,
18,TVPC,Twin Vee Powercats Inc,0.07999999821186066,False,2009.0,,01-02,03-17,7.0,7.0,4.0,4.0,01-02,03-17,19.764961447667268
19,TWIN,Twin Disc Inc,5.679999828338623,False,2009.0,,10-24,01-07,4.0,4.0,7.0,7.0,10-24,01-07,4.7905916672257165
20,TWLO,Twilio Inc,295.6400146484375,True,2016.0,,,,,,,,,,
21,TFOXL,Twenty-First Century Fox Inc,$34.70 ,True,,No data fetched for symbol TFOXL using YahooDailyReader,,,,,,,,,
22,FOXVV,Twenty-First Century Fox Inc,$29.02 ,True,,No data fetched for symbol FOXVV using YahooDailyReader,,,,,,,,,
23,FOXAV,Twenty-First Century Fox Inc,$41.70 ,True,,No data fetched for symbol FOXAV using YahooDailyReader,,,,,,,,,
24,TFCFA,Twenty-First Century Fox Inc,$49.69 ,True,,No data fetched for symbol TFCFA using YahooDailyReader,,,,,,,,,
25,TFCF,Twenty-First Century Fox Inc,$49.61 ,True,,No data fetched for symbol TFCF using YahooDailyReader,,,,,,,,,
26,BROG,Twelve Seas Investment Co,8.899999618530273,True,2018.0,,,,,,,,,,
27,TWCT,TWC Tech Holdings II Corp,9.732999801635742,True,2020.0,,,,,,,,,,
28,CLKXF,TWC Enterprises Ltd,8.583999633789062,True,2014.0,,,,,,,,,,
29,TWAC,TWA Corp,130.0,True,2012.0,,,,,,,,,,
