,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
0,QYOUF,QYOU Media Inc,0.039299998,TRUE,2017,,,,,,,,,,
1,QWIKF,Qwick Media Inc,$0.70 ,TRUE,,No data fetched for symbol QWIKF using YahooDailyReader,,,,,,,,,
2,QUTR,Quture International Inc,0.0066,FALSE,2010,,31-Mar,14-Jun,3,3,7,7,31-Mar,14-Jun,28.09180606
3,QTT,Qutoutiao Inc,2.329999924,TRUE,2018,,,,,,,,,,
4,QRTEB,Qurate Retail Inc,8.93999958,FALSE,2009,,3-Sep,17-Nov,5,5,6,6,3-Sep,17-Nov,7.1978421
5,QRTEA,Qurate Retail Inc,8.93999958,FALSE,2009,,1-Sep,15-Nov,5,5,6,6,1-Sep,15-Nov,5.976155624
6,QUOT,Quotient Technology Inc,7.400000095,TRUE,2014,,,,,,,,,,
7,QTNT,Quotient Ltd,5.949999809,TRUE,2014,,,,,,,,,,
8,QMCI,QuoteMedia Inc,0.079999998,FALSE,2009,,25-Jun,8-Sep,4,4,7,7,25-Jun,8-Sep,14.29833991
9,QIFTF,Quorum Information Technologies Inc,0.854290009,TRUE,2013,,,,,,,,,,
10,QHCCQ,Quorum Health Corp,0.090000004,TRUE,2019,,,,,,,,,,
11,YQUFF,Quonia SOCIMI SA,1.94690001,TRUE,2020,,,,,,,,,,
12,QUNR,Qunar Cayman Islands Ltd,$30.41 ,TRUE,,'Date',,,,,,,,,
13,QUMU,Qumu Corp,4.960000038,FALSE,2009,,17-Feb,2-May,4,4,7,7,17-Feb,2-May,9.695571581
14,QQQFF,Quizam Media Corp,0.386099994,FALSE,2009,,7-Mar,21-May,1,1,10,10,7-Mar,21-May,7.638890493
15,QUISF,Quisitive Technology Solutions Inc,0.649900019,TRUE,2018,,,,,,,,,,
16,QES,Quintana Energy Services Inc,0.9278,TRUE,2018,,,,,,,,,,
17,QUTDF,Quintain Estates & Development PLC,$1.66 ,TRUE,,No data fetched for symbol QUTDF using YahooDailyReader,,,,,,,,,
18,QNST,QuinStreet Inc,17.19000053,FALSE,2010,,30-Oct,13-Jan,3,3,7,7,30-Oct,13-Jan,7.527145123
19,QCAAF,Quinsam Capital Corp,0.07,TRUE,2018,,,,,,,,,,
20,EQLMF,Quilvest SA,$97.31 ,TRUE,,'Date',,,,,,,,,
21,QUILF,Quilter PLC,1.899999976,TRUE,2019,,,,,,,,,,
22,QDEL,Quidel Corp,187.2799988,FALSE,2009,,7-May,21-Jul,5,5,6,6,7-May,21-Jul,13.07358471
23,QCKSF,Quickstep Holdings Ltd,0.079999998,TRUE,2012,,,,,,,,,,
24,QUIK,QuickLogic Corp,2.930000067,FALSE,2009,,25-Nov,8-Feb,5,5,6,6,25-Nov,8-Feb,17.41679115
25,QMDT,Quick-Med Technologies Inc,0.0173,FALSE,2009,,7-Jan,22-Mar,7,7,4,4,7-Jan,22-Mar,38.81352318
26,QH,Quhuo Ltd,7.199999809,TRUE,2020,,,,,,,,,,
27,QGLOF,Questus Global Capital Market Ltd,$0.49 ,TRUE,,No data fetched for symbol QGLOF using YahooDailyReader,,,,,,,,,
28,QUTIF,Questor Technology Inc,1.618000031,TRUE,2012,,,,,,,,,,
29,CLASF,QuestEx Gold & Copper Ltd,0.389999986,TRUE,2011,,,,,,,,,,
30,QTEYF,Questerre Energy Corp,0.090000004,FALSE,2009,,18-Aug,1-Nov,5,5,6,6,18-Aug,1-Nov,2.017224654
31,COPRF,QuestCap Inc,0.112999998,FALSE,2009,,13-Aug,27-Oct,1,1,10,10,13-Aug,27-Oct,5.077777083
32,STR,Questar Corp,14.98999977,TRUE,2012,,,,,,,,,,
33,QUSA,Questar Assessment Inc,$2.71 ,TRUE,,'Date',,,,,,,,,
34,QWTR,Quest Water Global Inc,0.039000001,TRUE,2012,,,,,,,,,,
35,QRHC,Quest Resource Holding Corp,1.909999967,FALSE,2010,,5-Apr,19-Jun,6,6,4,4,5-Apr,19-Jun,9.066147537
36,QRMLF,Quest Rare Minerals Ltd,0.01035,TRUE,2012,,,,,,,,,,
37,QPTFF,Quest PharmaTech Inc,0.118050002,TRUE,2018,,,,,,,,,,
38,QPRC,Quest Patent Research Corp,0.0077,FALSE,2009,,17-Sep,1-Dec,3,3,8,8,17-Sep,1-Dec,21.70906192
39,QSMG,Quest Management Inc,0.007,TRUE,2017,,,,,,,,,,
40,DGX,Quest Diagnostics Inc,122.2699966,FALSE,2009,,4-May,18-Jul,7,7,4,4,4-May,18-Jul,5.357213468
