,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
0,WYNYF,Wynyard Group Ltd,$1.69 ,True,,No data fetched for symbol WYNYF using YahooDailyReader,,,,,,,,,
1,WYNN,Wynn Resorts Ltd,95.29000091552734,False,2009.0,,12-10,02-23,9.0,9.0,2.0,2.0,12-10,02-23,9.295636870070734
2,WYNMY,Wynn Macau Ltd,17.510000228881836,False,2010.0,,10-04,12-18,7.0,7.0,3.0,3.0,10-04,12-18,6.322371461712189
3,WYNMF,Wynn Macau Ltd,1.75,False,2010.0,,03-27,06-10,7.0,7.0,3.0,3.0,02-05,04-20,7.744139650237748
4,WH,Wyndham Hotels & Resorts Inc,54.70000076293945,True,2018.0,,,,,,,,,,
5,WYND,Wyndham Destinations Inc,41.959999084472656,False,2009.0,,10-28,01-11,9.0,9.0,2.0,2.0,10-28,01-11,9.1959881512211
6,WW,WW International Inc,27.440000534057617,False,2009.0,,09-06,11-20,4.0,4.0,7.0,7.0,09-06,11-20,10.826057292376952
7,WVFC,WVS Financial Corp,15.380000114440918,False,2009.0,,10-29,01-12,5.0,5.0,6.0,6.0,03-29,06-12,-0.45457756418117
8,WUYIF,Wuyi International Pharmaceutical Co Ltd,$0.04 ,True,,No data fetched for symbol WUYIF using YahooDailyReader,,,,,,,,,
9,WX,WuXi PharmaTech (Cayman) Inc,$45.90 ,True,,'Date',,,,,,,,,
10,WXIBF,WuXi Biologics (Cayman) Inc,34.25,True,2018.0,,,,,,,,,,
11,WXXWY,WuXi Biologics (Cayman) Inc,130.0800018310547,True,2017.0,,,,,,,,,,
12,WUXIF,Wuxi AppTec Co Ltd,14.100000381469727,True,2020.0,,,,,,,,,,
13,WUMSY,Wumart Stores Inc,$7.61 ,True,,No data fetched for symbol WUMSY using YahooDailyReader,,,,,,,,,
14,WUMSF,Wumart Stores Inc,0.005499999970197678,True,2012.0,,,,,,,,,,
15,WBWB,WU BA Superior Products Holding Group Inc,0.13304999470710754,True,2011.0,,,,,,,,,,
16,WTBFB,WTB Financial A,309.0,False,2009.0,,11-25,02-08,9.0,9.0,2.0,2.0,11-25,02-08,6.4360217171153895
17,WTBFA,WTB Financial A,385.0,True,2012.0,,,,,,,,,,
18,WSPOF,WSP Global Inc,72.31310272216797,True,2013.0,,,,,,,,,,
19,WSCI,WSI Industries Inc,6.989999771118164,True,2012.0,,,,,,,,,,
20,WSFS,WSFS Financial Corp,38.72999954223633,False,2009.0,,09-08,11-22,6.0,6.0,5.0,5.0,09-08,11-22,8.313069867822907
21,WRIT,WRIT Media Group Inc,0.005100000184029341,False,2009.0,,02-22,05-07,4.0,4.0,7.0,7.0,02-22,05-07,-34.187508029332626
22,WMGI,Wright Medical Group NV,29.979999542236328,True,2011.0,,,,,,,,,,
23,IWSH,Wright Investors' Service Holdings Inc,0.2199999988079071,True,2020.0,,,,,,,,,,
24,WRTC,Wrap Technologies Inc,6.0,True,2018.0,,,,,,,,,,
25,WRB,WR Berkley Corp,65.4800033569336,False,2009.0,,05-04,07-18,7.0,7.0,4.0,4.0,04-07,06-21,2.9669498939787458
26,WQNI,WQN Inc,0.006000000052154064,True,2012.0,,,,,,,,,,
27,WPX,WPX Energy Inc,6.739999771118164,True,2011.0,,,,,,,,,,
28,WPTIF,WPT Industrial Real Estate Investment Trust,13.489999771118164,True,2015.0,,,,,,,,,,
29,WPPGF,WPP PLC,9.8100004196167,True,2012.0,,,,,,,,,,
30,WPP,WPP PLC,48.52000045776367,False,2009.0,,10-27,01-10,6.0,6.0,5.0,5.0,11-12,01-26,6.471890438376409
31,WPDPF,WPD Pharmaceuticals Inc,0.19009999930858612,True,2020.0,,,,,,,,,,
32,BWOWF,Wowjoint Holdings Ltd,0.008100000210106373,False,2009.0,,10-06,12-20,7.0,7.0,4.0,4.0,10-06,12-20,13.4750160173881
33,WOWU,WOWI Inc,1.0,True,2012.0,,,,,,,,,,
34,WOWMF,Wow Unlimited Media Inc,0.2802000045776367,True,2013.0,,,,,,,,,,
35,WFEMF,Woulfe Mining Corp,$0.05 ,True,,No data fetched for symbol WFEMF using YahooDailyReader,,,,,,,,,
36,WOR,Worthington Industries Inc,51.439998626708984,False,2009.0,,05-13,07-27,7.0,7.0,4.0,4.0,05-12,07-26,8.675883099959444
37,TEAH,Worry Free Tea House Holdings Co,0.029999999329447746,False,2009.0,,05-14,07-28,4.0,4.0,7.0,7.0,05-14,07-28,2.540852856688165
38,WYCC,Worry Free Holdings Co,7.0,True,2013.0,,,,,,,,,,
39,WYGPY,Worley Ltd,8.899999618530273,False,2010.0,,01-27,04-11,7.0,7.0,3.0,3.0,01-27,04-11,3.4254059261252365
40,WYGPF,Worley Ltd,8.020000457763672,False,2010.0,,12-23,03-08,7.0,7.0,3.0,3.0,06-10,08-24,5.4093726521809335
41,WWSG,Worldwide Strategies Inc,0.029249999672174454,True,2012.0,,,,,,,,,,
42,ECNRF,Worldwide Resources Corp,0.02377999946475029,True,2012.0,,,,,,,,,,
43,WVVEF,WorldVest Equity Inc,$0.01 ,True,,No data fetched for symbol WVVEF using YahooDailyReader,,,,,,,,,
44,WDDD,Worlds Inc,0.27000001072883606,False,2009.0,,12-16,03-01,9.0,9.0,2.0,2.0,12-16,03-01,22.646610545511237
45,WP,Worldpay Inc,$135.00 ,True,,No data fetched for symbol WP using YahooDailyReader,,,,,,,,,
46,WPYGY,Worldpay Group PLC,$18.36 ,True,,No data fetched for symbol WPYGY using YahooDailyReader,,,,,,,,,
47,WDDYF,Worldpay Group PLC,$5.85 ,True,,No data fetched for symbol WDDYF using YahooDailyReader,,,,,,,,,
48,WWLNF,Worldline SA,88.47149658203125,True,2016.0,,,,,,,,,,
49,WRDLY,Worldline SA,45.09000015258789,True,2017.0,,,,,,,,,,
50,WWE,World Wrestling Entertainment Inc,40.970001220703125,False,2009.0,,06-12,08-26,8.0,7.0,3.0,4.0,11-20,02-03,9.575535661410935
51,WWRL,World Wireless Communications Inc,0.00989999994635582,True,2012.0,,,,,,,,,,
52,WSGF,World Series of Golf Inc,0.008899999782443047,False,2009.0,,03-31,06-14,6.0,6.0,5.0,5.0,03-31,06-14,-16.51277324570684
53,WRGP,World Racing Group Inc,$0.10 ,True,,No data fetched for symbol WRGP using YahooDailyReader,,,,,,,,,
54,WPKS,World Poker Store Inc,0.02199999988079071,False,2010.0,,06-07,08-21,1.0,1.0,9.0,9.0,06-07,08-21,25.99094546757703
55,WPFH,World Poker Fund Holdings Inc,0.05000000074505806,False,2009.0,,01-13,03-28,4.0,4.0,7.0,7.0,01-13,03-28,-14.708712727804086
56,WPT,World Point Terminals LP,$17.29 ,True,,'Date',,,,,,,,,
57,WWII,World Of Wireless International Telecom Inc,0.006750000175088644,False,2009.0,,03-19,06-02,6.0,6.0,5.0,5.0,03-19,06-02,19.775016799016356
58,WMHI,World Mobile Holdings Inc,0.017999999225139618,True,2012.0,,,,,,,,,,
59,WHWRF,World Houseware holdings,0.029999999329447746,False,2009.0,,09-16,11-30,1.0,1.0,10.0,10.0,09-16,11-30,14.299835761030893
60,WRHLF,World High Life PLC,0.013500000350177288,True,2020.0,,,,,,,,,,
61,INT,World Fuel Services Corp,28.260000228881836,False,2009.0,,10-14,12-28,6.0,6.0,5.0,5.0,10-14,12-28,6.958433182681423
62,WFHG,World Financial Holding Group,10.0,False,2009.0,,12-12,02-25,4.0,4.0,7.0,7.0,12-12,02-25,0.4390831853681879
63,WDFPF,World Duty Free SpA,$11.53 ,True,,No data fetched for symbol WDFPF using YahooDailyReader,,,,,,,,,
64,WCEXF,World Class Extractions Inc,0.015250000171363354,True,2012.0,,,,,,,,,,
65,WRLD,World Acceptance Corp,109.76000213623047,False,2009.0,,04-02,06-16,7.0,7.0,4.0,4.0,04-02,06-16,10.844679702814608
66,WKSP,Worksport Ltd,0.12999999523162842,False,2009.0,,02-06,04-21,4.0,4.0,7.0,7.0,02-06,04-21,15.221033798760402
67,WKPPF,Workspace Group PLC,8.329999923706055,True,2020.0,,,,,,,,,,
68,WK,Workiva Inc,72.11000061035156,True,2014.0,,,,,,,,,,
69,WKHS,Workhorse Group Inc,25.780000686645508,False,2010.0,,07-01,09-14,3.0,3.0,7.0,7.0,07-01,09-14,5.0339168116601885
70,WDAY,Workday Inc,209.39999389648438,True,2012.0,,,,,,,,,,
71,WF,Woori Financial Group Inc,27.09000015258789,False,2009.0,,05-23,08-06,5.0,5.0,6.0,6.0,05-23,08-06,3.804862811803445
73,OZAMY,Woomera Mining Ltd,$0.17 ,True,,No data fetched for symbol OZAMY using YahooDailyReader,,,,,,,,,
74,WLWHY,Woolworths Holdings Ltd,2.4100000858306885,True,2012.0,,,,,,,,,,
75,WLWHF,Woolworths Holdings Ltd,2.0899999141693115,True,2017.0,,,,,,,,,,
76,WOLWF,Woolworths Group Ltd,27.950000762939453,False,2010.0,,12-14,02-27,6.0,6.0,4.0,4.0,12-14,02-27,5.658666621419918
77,WWD,Woodward Inc,108.63999938964844,False,2009.0,,10-30,01-13,6.0,6.0,5.0,5.0,10-30,01-13,11.089646878586812
78,WSFL,Woodstock Holdings Inc,0.050999999046325684,False,2010.0,,02-20,05-05,2.0,2.0,8.0,8.0,02-20,05-05,22.12222872641725
79,WOPEY,Woodside Petroleum Ltd,15.970000267028809,False,2009.0,,02-10,04-25,6.0,4.0,5.0,7.0,02-11,04-26,1.7617784415008881
