,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
0,ZZLL,ZZLL Information Technology Inc,0.12999999523162842,True,2012.0,,,,,,,,,,
1,ZYRX,Zyrox Mining International Inc,0.032999999821186066,True,2012.0,,,,,,,,,,
2,ZYQG,ZYQC Group Holding Ltd,3.5,True,2012.0,,,,,,,,,,
3,ZNGA,Zynga Inc,8.015000343322754,True,2011.0,,,,,,,,,,
4,ZYXI,Zynex Inc,13.505000114440918,False,2009.0,,04-10,06-24,5.0,5.0,6.0,6.0,02-03,04-18,4.901126877666568
5,ZYNE,Zynerba Pharmaceuticals Inc,3.9333999156951904,True,2015.0,,,,,,,,,,
6,ZYME,Zymeworks Inc,40.70000076293945,True,2017.0,,,,,,,,,,
7,ZCOR,Zyla Life Sciences,$2.05 ,True,,No data fetched for symbol ZCOR using YahooDailyReader,,,,,,,,,
8,CNET,ZW Data Action Technologies Inc,1.4600000381469727,False,2009.0,,08-15,10-29,5.0,5.0,6.0,6.0,08-15,10-29,8.629259490485305
9,ZVLO,Zvelo Inc,0.009999999776482582,False,2009.0,,12-22,03-07,7.0,7.0,4.0,4.0,12-22,03-07,34.50592795193743
10,ZRVT,Zurvita Holdings Inc,0.10000000149011612,False,2009.0,,01-25,04-09,4.0,4.0,7.0,7.0,01-25,04-09,9.786642202615068
11,ZURVY,Zurich Insurance Group AG,40.154998779296875,False,2009.0,,11-12,01-26,9.0,9.0,2.0,2.0,12-08,02-21,5.521247631262889
12,ZFSVF,Zurich Insurance Group AG,401.4599914550781,False,2010.0,,11-16,01-30,8.0,8.0,2.0,2.0,11-16,01-30,5.9259711338483605
13,ZRSEF,Zur Rose Group AG,242.0,True,2018.0,,,,,,,,,,
14,ZUO,Zuora Inc,11.079999923706055,True,2018.0,,,,,,,,,,
15,ZAHLY,Zuoan Fashion Ltd,$0.01 ,True,,'Date',,,,,,,,,
16,ZNCM,Zunicom Inc,0.009999999776482582,False,2009.0,,12-26,03-11,7.0,7.0,4.0,4.0,12-26,03-11,14.857031190903346
17,ZMTBY,Zumtobel Group AG,4.519999980926514,True,2016.0,,,,,,,,,,
18,ZMTBF,Zumtobel Group AG,$6.84 ,True,,No data fetched for symbol ZMTBF using YahooDailyReader,,,,,,,,,
19,ZUMZ,Zumiez Inc,34.150001525878906,False,2009.0,,01-22,04-06,6.0,6.0,5.0,5.0,01-22,04-06,2.647507853278855
