,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
25,KSHB,KushCo Holdings Inc,0.689599991,TRUE,2018,,,,,,,,,,
26,CSBTF,Kuros Biosciences Ltd,2.299999952,FALSE,2009,,3-May,17-Jul,3,3,7,7,3-May,17-Jul,6.304723489
27,KRYMF,Kuriyama Holdings Corp,14.47999954,TRUE,2019,,,,,,,,,,
28,KTWIY,Kurita Water Industries Ltd,65,TRUE,2020,,,,,,,,,,
29,KTWIF,Kurita Water Industries Ltd,30.23999977,FALSE,2009,,13-Jan,28-Mar,7,6,4,5,27-Aug,10-Nov,3.567321832
30,KURCF,Kureha Corp,$47.90 ,TRUE,,No data fetched for symbol KURCF using YahooDailyReader,,,,,,,,,
31,UBSBF,Kure Technologies Inc,0.031300001,TRUE,2012,,,,,,,,,,
32,KURRY,Kuraray Co Ltd,32.28749847,FALSE,2010,,20-Oct,3-Jan,3,3,7,7,10-Sep,24-Nov,3.720743061
33,KURRF,Kuraray Co Ltd,10.80000019,TRUE,2012,,,,,,,,,,
34,KRUS,Kura Sushi USA Inc,15.15999985,TRUE,2019,,,,,,,,,,
35,KURA,Kura Oncology Inc,37.11000061,TRUE,2015,,,,,,,,,,
36,KUIRY,Kuoni Reisen Holding AG,$7.46 ,TRUE,,No data fetched for symbol KUIRY using YahooDailyReader,,,,,,,,,
37,KUIRF,Kuoni Reisen Holding AG,$322.00 ,TRUE,,'Date',,,,,,,,,
38,KUNUF,Kunlun Energy Co Ltd,0.779999971,FALSE,2010,,1-Oct,15-Dec,5,5,5,5,1-Oct,15-Dec,4.098518484
39,KLYCY,Kunlun Energy Co Ltd,7.010000229,TRUE,2012,,,,,,,,,,
40,KGSDF,Kungsleden AB,7.869999886,TRUE,2012,,,,,,,,,,
41,PMIG,Kung Fu Dragon Group Ltd,$1.00 ,TRUE,,'Date',,,,,,,,,
42,KURU,Kun Run Biotechnology Inc,4.980000019,TRUE,2012,,,,,,,,,,
43,KDIC,Kun De International Holdings Inc,$250.00 ,TRUE,,No data fetched for symbol KDIC using YahooDailyReader,,,,,,,,,
44,KMHTY,Kumho Tire Co Inc,$6.40 ,TRUE,,No data fetched for symbol KMHTY using YahooDailyReader,,,,,,,,,
45,KUMBF,Kumba Iron Ore Ltd,23.12999916,TRUE,2013,,,,,,,,,,
46,KIROY,Kumba Iron Ore Ltd,11.26000023,FALSE,2009,,24-Oct,7-Jan,6,6,5,5,24-Oct,7-Jan,11.59963882
47,KMGGF,Kumagai Gumi Co Ltd,$3.30 ,TRUE,,No data fetched for symbol KMGGF using YahooDailyReader,,,,,,,,,
48,KULR,KULR Technology Group Inc,1.24000001,TRUE,2018,,,,,,,,,,
49,KLIC,Kulicke & Soffa Industries Inc,31.19000053,FALSE,2009,,28-Oct,11-Jan,7,7,4,4,28-Oct,11-Jan,10.69182558
50,KLGLF,Kula Gold Ltd,$0.03 ,TRUE,,No data fetched for symbol KLGLF using YahooDailyReader,,,,,,,,,
51,KUKAY,KUKA AG,44.49000168,TRUE,2016,,,,,,,,,,
52,KUKAF,KUKA AG,44.26499939,TRUE,2012,,,,,,,,,,
53,KHNGY,Kuehne + Nagel International AG,42.29000092,TRUE,2012,,,,,,,,,,
54,KHNGF,Kuehne + Nagel International AG,206.0500031,FALSE,2010,,16-Mar,30-May,5,5,5,5,16-Jul,29-Sep,3.1337018
55,KDCXF,Kudelski SA,3.450000048,TRUE,2013,,,,,,,,,,
56,KBBTF,Kubota Pharmaceutical Holdings Co Ltd,2.809999943,TRUE,2017,,,,,,,,,,
57,KUBTY,Kubota Corp,100.4599991,FALSE,2009,,28-Aug,11-Nov,5,5,6,6,28-Aug,11-Nov,7.201396204
58,KUBTF,Kubota Corp,20.51000023,TRUE,2011,,,,,,,,,,
59,KBNT,Kubient Inc,2.599999905,TRUE,2020,,,,,,,,,,
60,KLKBY,Kuala Lumpur Kepong Bhd,5.349999905,TRUE,2012,,,,,,,,,,
61,KLKBF,Kuala Lumpur Kepong Bhd,5.050000191,TRUE,2013,,,,,,,,,,
62,KUTV,Ku6 Media Co Ltd,$1.02 ,TRUE,,'Date',,,,,,,,,
63,KTMPF,KTM AG,$139.00 ,TRUE,,No data fetched for symbol KTMPF using YahooDailyReader,,,,,,,,,
64,KTGRF,KTG Agrar SE,$15.39 ,TRUE,,No data fetched for symbol KTGRF using YahooDailyReader,,,,,,,,,
65,KTCNF,KT Corp,$28.59 ,TRUE,,No data fetched for symbol KTCNF using YahooDailyReader,,,,,,,,,
66,KT,KT Corp,10.59000015,FALSE,2009,,26-Feb,11-May,3,3,8,8,26-Feb,11-May,4.452907147
67,KSLBF,KSL Holdings Bhd,$0.22 ,TRUE,,No data fetched for symbol KSLBF using YahooDailyReader,,,,,,,,,
68,KSBBF,KSB SE & Co KGaA,355,TRUE,2014,,,,,,,,,,
69,KSIH,KS International Holdings Corp,0.0125,FALSE,2009,,21-Sep,5-Dec,3,3,8,8,21-Sep,5-Dec,17.38491842
70,KSBI,KS Bancorp Inc,24,FALSE,2009,,21-Oct,4-Jan,7,7,4,4,21-Oct,4-Jan,-2.377599928
71,KRYS,Krystal Biotech Inc,41.49000168,TRUE,2017,,,,,,,,,,
72,KGTHY,Krungthai Card PCL,14.19499969,TRUE,2019,,,,,,,,,,
73,KTHAF,Krung Thai Bank PCL,0.294999987,TRUE,2013,,,,,,,,,,
74,KGTFY,Krung Thai Bank PCL,5.739999771,TRUE,2012,,,,,,,,,,
75,KGTFF,Krung Thai Bank PCL,0.328200012,TRUE,2013,,,,,,,,,,
76,KRKKF,Kruk SA,$66.43 ,TRUE,,No data fetched for symbol KRKKF using YahooDailyReader,,,,,,,,,
77,KRO,Kronos Worldwide Inc,13.89000034,FALSE,2009,,14-Oct,28-Dec,5,5,6,6,15-Oct,29-Dec,5.025351557
78,KRON,Kronos Bio Inc,30.5,TRUE,2020,,,,,,,,,,
79,KNOS,Kronos Advanced Technologies Inc,0.048,FALSE,2009,,26-Dec,11-Mar,9,9,2,2,26-Dec,11-Mar,38.81179028
80,KRNTY,Krones AG,34.75,TRUE,2018,,,,,,,,,,
81,KRNNF,Krones AG,61.90000153,TRUE,2013,,,,,,,,,,
82,KRMCF,KRM22 PLC,0.400000006,TRUE,2019,,,,,,,,,,
83,KKD,Krispy Kreme Doughnuts Inc,$21.00 ,TRUE,,'Date',,,,,,,,,
84,KRPI,Kriptech International Corp,5,TRUE,2019,,,,,,,,,,
85,KRSL,Kreisler Manufacturing Corp,$17.89 ,TRUE,,'Date',,,,,,,,,
86,KRBF,Kreido Biofuels Inc,0.400000006,FALSE,2009,,1-Feb,16-Apr,4,4,7,7,1-Feb,16-Apr,15.38578679
87,KTOS,Kratos Defense & Security Solutions Inc,20.39500046,FALSE,2009,,10-Dec,23-Feb,7,7,4,4,10-Dec,23-Feb,11.13904113
88,KRA,Kraton Corp,25.45999908,FALSE,2009,,28-Oct,11-Jan,7,7,4,4,28-Oct,11-Jan,3.500804037
89,KRANQ,Kranem Corp,$0.01 ,TRUE,,No data fetched for symbol KRANQ using YahooDailyReader,,,,,,,,,
90,KRKNF,Kraken Robotics Inc,0.460000008,TRUE,2015,,,,,,,,,,
91,KBLB,Kraig Biocraft Laboratories Inc,0.135000005,FALSE,2009,,23-Feb,8-May,4,4,7,7,23-Feb,8-May,25.4400702
92,KPJHF,Kpj Healthcare Bhd,$0.94 ,TRUE,,No data fetched for symbol KPJHF using YahooDailyReader,,,,,,,,,
93,KPTSF,KP Tissue Inc,9.25,TRUE,2015,,,,,,,,,,
94,KOZZF,Koza Altin Izletmeleri AS,10.13000011,TRUE,2018,,,,,,,,,,
95,KOZAY,Koza Altin Izletmeleri AS,7.489999771,TRUE,2012,,,,,,,,,,
96,KMBKY,Kotak Mahindra Bank Ltd,$40.15 ,TRUE,,No data fetched for symbol KMBKY using YahooDailyReader,,,,,,,,,
97,KSRBF,Kossan Rubber Industries Bhd,$0.60 ,TRUE,,No data fetched for symbol KSRBF using YahooDailyReader,,,,,,,,,
98,KOSS,Koss Corp,2.089999914,FALSE,2009,,17-Dec,2-Mar,7,7,4,4,17-Dec,2-Mar,5.145045502
99,KOS,Kosmos Energy Ltd,1.570000052,TRUE,2011,,,,,,,,,,
100,KSHDF,Koshidaka Holdings Co Ltd,$29.25 ,TRUE,,No data fetched for symbol KSHDF using YahooDailyReader,,,,,,,,,
101,KSRYY,KOSE Corp,30.56800079,TRUE,2017,,,,,,,,,,
102,KOSCF,KOSE Corp,142.2799988,TRUE,2019,,,,,,,,,,
103,KRRTF,Korres SA Natural Products,$3.35 ,TRUE,,No data fetched for symbol KRRTF using YahooDailyReader,,,,,,,,,
104,KRNT,Kornit Digital Ltd,77.44000244,TRUE,2015,,,,,,,,,,
105,KFY,Korn Ferry,38.72000122,FALSE,2009,,6-Oct,20-Dec,7,7,4,4,6-Oct,20-Dec,12.7525432
106,KRMDF,Korian SA,34.29999924,TRUE,2015,,,,,,,,,,
107,HYHZF,Korea Shipbuilding & Offshore Engineering,$391.00 ,TRUE,,No data fetched for symbol HYHZF using YahooDailyReader,,,,,,,,,
108,KF,Korea Fund Inc,35.25999832,FALSE,2009,,12-Nov,26-Jan,5,5,6,6,7-Feb,22-Apr,2.191658275
109,KEP,Korea Electric Power Corp,9.579999924,FALSE,2009,,1-Nov,15-Jan,5,5,6,6,24-Aug,7-Nov,2.69101447
110,EMINF,Kore Potash Ltd,$0.13 ,TRUE,,No data fetched for symbol EMINF using YahooDailyReader,,,,,,,,,
111,KOREF,Kore Mining Ltd,0.900399983,TRUE,2012,,,,,,,,,,
112,KOP,Koppers Holdings Inc,26.04000092,FALSE,2009,,14-Feb,29-Apr,6,6,5,5,14-Feb,29-Apr,-7.57616842
113,KBBPF,Kopparberg Bryggeri AB,17.1371994,TRUE,2020,,,,,,,,,,
114,KOGL,Kopp Glass Inc,60,FALSE,2010,,29-Sep,13-Dec,4,4,6,6,29-Sep,13-Dec,3.935776996
115,KOPN,Kopin Corp,1.330000043,FALSE,2009,,19-May,2-Aug,6,6,5,5,19-May,2-Aug,8.480968818
116,KTNNF,Kootenay Zinc Corp,1.03500998,TRUE,2017,,,,,,,,,,
117,KOOYF,Kootenay Silver Inc,0.284999996,FALSE,2009,,24-Sep,8-Dec,2,2,9,9,24-Sep,8-Dec,5.819695044
118,KLTHF,Koolearn Technology Holding Ltd,4.659999847,TRUE,2020,,,,,,,,,,
119,KOTRF,Kontron AG,$4.56 ,TRUE,,'Date',,,,,,,,,
120,KNRLF,Kontrol Energy Corp,1.799999952,TRUE,2012,,,,,,,,,,
121,KTB,Kontoor Brands Inc,41.20000076,TRUE,2019,,,,,,,,,,
122,KNKBF,Konka Group Co Ltd,$0.56 ,TRUE,,'Date',,,,,,,,,
123,VOPKY,Koninklijke Vopak NV,52.45999908,TRUE,2016,,,,,,,,,,
124,VOPKF,Koninklijke Vopak NV,52.37799835,TRUE,2012,,,,,,,,,,
125,KNKCF,Koninklijke Ten Cate NV,$27.15 ,TRUE,,No data fetched for symbol KNKCF using YahooDailyReader,,,,,,,,,
126,KKPNY,Koninklijke KPN NV,3.109999895,FALSE,2009,,26-May,9-Aug,5,5,6,6,24-May,7-Aug,-2.340352923
127,KKPNF,Koninklijke KPN NV,3.119999886,FALSE,2010,,2-Aug,16-Oct,5,5,5,5,2-Aug,16-Oct,6.84055791
128,RDSMY,Koninklijke DSM NV,41.60990143,FALSE,2009,,13-Feb,28-Apr,6,6,5,5,13-Feb,28-Apr,7.873516427
129,KDSKF,Koninklijke DSM NV,167,TRUE,2012,,,,,,,,,,
130,RBWNY,Koninklijke Boskalis Westminster NV,4.650000095,TRUE,2013,,,,,,,,,,
131,KKWFF,Koninklijke Boskalis Westminster NV,21.5,TRUE,2012,,,,,,,,,,
132,KBAGF,Koninklijke Bam Groep NV,1.559000015,TRUE,2012,,,,,,,,,,
133,AHODF,Koninklijke Ahold Delhaize NV,27.5,FALSE,2010,,13-Dec,26-Feb,9,9,1,1,13-Dec,26-Feb,5.250374087
134,ADRNY,Koninklijke Ahold Delhaize NV,27.5,FALSE,2009,,28-Feb,13-May,9,9,2,2,23-Dec,8-Mar,4.223720688
135,KNCAY,Konica Minolta Inc,6.010000229,FALSE,2009,,15-Aug,29-Oct,4,4,7,7,15-Aug,29-Oct,1.340948817
136,KNCAF,Konica Minolta Inc,3.029999971,TRUE,2012,,,,,,,,,,
137,KZ,KongZhong Corp,$7.50 ,TRUE,,'Date',,,,,,,,,
138,NSKFF,Kongsberg Gruppen ASA,17.79999924,TRUE,2013,,,,,,,,,,
139,KGAUF,Kongsberg Automotive Holdings ASA,0.039999999,TRUE,2012,,,,,,,,,,
140,KNCRY,Konecranes Oyj,6.139999866,TRUE,2013,,,,,,,,,,
141,KNCRF,Konecranes Oyj,33.00999832,FALSE,2009,,4-Feb,19-Apr,8,8,3,3,23-Dec,8-Mar,2.987420794
142,KNYJY,KONE Oyj,41.81000137,TRUE,2012,,,,,,,,,,
143,KNYJF,KONE Oyj,84,TRUE,2012,,,,,,,,,,
144,KTEL,KonaTel Inc,0.064999998,TRUE,2014,,,,,,,,,,
145,KNMCY,Konami Holdings Corp,51.68000031,FALSE,2009,,11-Apr,25-Jun,5,5,6,6,11-Apr,25-Jun,7.404117647
146,KNAMF,Konami Holdings Corp,46.89099884,TRUE,2013,,,,,,,,,,
147,KONAQ,Kona Grill Inc,0.013335,FALSE,2009,,12-Feb,27-Apr,6,6,5,5,12-Feb,27-Apr,-1.547948849
148,KGKG,Kona Gold Solutions Inc,0.018929999,TRUE,2012,,,,,,,,,,
149,KMRCF,Komori Corp,6.800000191,TRUE,2016,,,,,,,,,,
150,KMERF,Komercni Banka AS,23.35000038,TRUE,2012,,,,,,,,,,
151,KMBNY,Komercni Banka AS,$13.20 ,TRUE,,'Date',,,,,,,,,
152,KMAAF,Komax Holding AG,131,TRUE,2013,,,,,,,,,,
153,KMTUY,Komatsu Ltd,24.54000092,FALSE,2009,,1-Sep,15-Nov,7,7,4,4,4-Sep,18-Nov,6.538127718
154,KMTUF,Komatsu Ltd,24.65999985,FALSE,2010,,16-Jul,29-Sep,4,6,6,4,1-Sep,15-Nov,7.875121259
155,KGEIF,Kolibri Global Energy Inc,0.048500001,TRUE,2020,,,,,,,,,,
156,KUKYF,Kokuyo Co Ltd,$8.52 ,TRUE,,No data fetched for symbol KUKYF using YahooDailyReader,,,,,,,,,
157,KOJAF,Kojamo Oyj,21.45000076,TRUE,2020,,,,,,,,,,
158,KOTMY,Koito Manufacturing Co Ltd,57.70999908,TRUE,2014,,,,,,,,,,
159,KOTMF,Koito Manufacturing Co Ltd,50.25,TRUE,2018,,,,,,,,,,
160,KBEVF,Koios Beverage Corp,0.041000001,TRUE,2018,,,,,,,,,,
161,KSS,Kohl's Corp,28.68000031,FALSE,2009,,4-Aug,18-Oct,6,6,5,5,4-Aug,18-Oct,2.203791188
162,KGGNF,Kogan.com Ltd,17.79999924,TRUE,2019,,,,,,,,,,
163,KOEBF,Koenig & Bauer AG,51.59999847,TRUE,2012,,,,,,,,,,
164,KOD,Kodiak Sciences Inc,127.0100021,TRUE,2018,,,,,,,,,,
165,KDKN,Kodiak Energy Inc,0.035,FALSE,2009,,27-Dec,12-Mar,6,6,5,5,27-Dec,12-Mar,22.2983246
166,KDKCF,Kodiak Copper Corp,1.094900012,TRUE,2020,,,,,,,,,,
167,KHOLY,Koc Holding AS,11.75,FALSE,2010,,6-Sep,20-Nov,5,5,5,5,6-Sep,20-Nov,7.278683397
168,KHOLF,Koc Holding AS,$4.67 ,TRUE,,'Date',,,,,,,,,
169,KBSTY,Kobe Steel Ltd,4.989999771,TRUE,2012,,,,,,,,,,
170,KBSTF,Kobe Steel Ltd,3.619999886,TRUE,2012,,,,,,,,,,
171,KBYPF,Kobayashi Pharmaceutical Co Ltd,$65.00 ,TRUE,,No data fetched for symbol KBYPF using YahooDailyReader,,,,,,,,,
172,KACPF,Koa Corp,9,TRUE,2013,,,,,,,,,,
173,KN,Knowles Corp,16.92000008,TRUE,2014,,,,,,,,,,
174,KNWN,Know Labs Inc,1.74000001,FALSE,2009,,11-Jan,26-Mar,6,6,5,5,11-Jan,26-Mar,-0.096399101
175,KNOP,KNOT Offshore Partners LP,13.31999969,TRUE,2013,,,,,,,,,,
176,KNBHF,Knorr-Bremse AG,121,TRUE,2019,,,,,,,,,,
177,KNRRY,Knorr-Bremse AG,30.5,TRUE,2019,,,,,,,,,,
178,KNL,Knoll Inc,13.88000011,FALSE,2009,,15-Oct,29-Dec,6,6,5,5,13-Nov,27-Jan,3.825792345
179,KNGPF,Knm Group Bhd,0.029999999,TRUE,2020,,,,,,,,,,
180,KNX,Knight-Swift Transportation Holdings Inc,41.70999908,FALSE,2009,,29-Sep,13-Dec,8,8,3,3,29-Sep,13-Dec,3.906815043
181,KHTRF,Knight Therapeutics Inc,4.176475048,TRUE,2014,,,,,,,,,,
182,EXPZF,Knick Exploration Inc,0.005,TRUE,2019,,,,,,,,,,
183,KNEOF,KneoMedia Ltd,0.0217,TRUE,2020,,,,,,,,,,
184,FBAYF,kneat.com Inc,1.684710026,TRUE,2014,,,,,,,,,,
185,KMG,KMG Chemicals Inc,76.13999939,TRUE,2009,,,,,,,,,,
186,KMWE,KM Wedding Events Management Inc,0.039999999,TRUE,2014,,,,,,,,,,
187,KLXE,KLX Energy Services Holdings Inc,6.230000019,TRUE,2018,,,,,,,,,,
188,KLSVF,Klondike Silver Corp,0.065459996,FALSE,2009,,14-Dec,27-Feb,6,6,5,5,14-Dec,27-Feb,2.929895079
189,KDKGF,Klondike Gold Corp,0.159999996,FALSE,2010,,27-Nov,10-Feb,4,4,6,6,27-Nov,10-Feb,20.52170526
190,KLDX,Klondex Mines Ltd,2.160000086,TRUE,2012,,,,,,,,,,
191,KLKNF,Kloeckner & Co SE,6.550000191,TRUE,2012,,,,,,,,,,
192,KLMR,KLM Royal Dutch Airlines,12.98999977,TRUE,2012,,,,,,,,,,
193,KLPEF,Klepierre,22.39999962,TRUE,2012,,,,,,,,,,
194,KLEEF,Kleemann Hellas SA,$1.56 ,TRUE,,No data fetched for symbol KLEEF using YahooDailyReader,,,,,,,,,
195,KLDI,KLDiscovery Inc,9.399999619,TRUE,2020,,,,,,,,,,
196,KLTI,Klaus Tech Inc,0.01,FALSE,2009,,11-Jan,26-Mar,2,2,8,8,11-Jan,26-Mar,17.33119065
197,KLBAY,Klabin SA,9.489999771,FALSE,2010,,24-Aug,7-Nov,6,6,4,4,24-Aug,7-Nov,6.161079457
198,KLAC,KLA Corp,240.3399963,FALSE,2009,,23-Oct,6-Jan,8,7,3,4,14-Oct,28-Dec,7.071189578
199,KLEG,KL Energy Corp,$0.09 ,TRUE,,No data fetched for symbol KLEG using YahooDailyReader,,,,,,,,,
200,KREF,KKR Real Estate Finance Trust Inc,18.15999985,TRUE,2017,,,,,,,,,,
201,KIO,KKR Income Opportunities Fund,13.77999973,TRUE,2013,,,,,,,,,,
202,KKR,KKR & Co Inc,38.06000137,FALSE,2010,,13-May,27-Jul,8,6,2,4,13-May,27-Jul,7.971274361
203,KWIPF,Kiwi Property Group Ltd,0.850000024,TRUE,2012,,,,,,,,,,
204,KTONF,Kitron ASA,$0.83 ,TRUE,,No data fetched for symbol KTONF using YahooDailyReader,,,,,,,,,
205,KTOV,Kitov Pharma Ltd,4.130000114,TRUE,2015,,,,,,,,,,
206,KRG,Kite Realty Group Trust,14.64999962,FALSE,2009,,6-Oct,20-Dec,5,5,6,6,6-Oct,20-Dec,7.024013085
207,KITE,Kite Pharma Inc,$179.79 ,TRUE,,'Date',,,,,,,,,
208,KITAF,Kitanotatsujin Corp,4.650000095,TRUE,2020,,,,,,,,,,
209,KITL,Kisses From Italy Inc,0.119999997,TRUE,2019,,,,,,,,,,
210,KSPHF,Kissei Pharmaceutical Co Ltd,20.70000076,TRUE,2017,,,,,,,,,,
211,KSMT,Kismet Acquisition One Corp,9.699999809,TRUE,2020,,,,,,,,,,
212,KSKTF,Kiska Metals Corp,$0.07 ,TRUE,,No data fetched for symbol KSKTF using YahooDailyReader,,,,,,,,,
213,KISB,Kish Bancorp Inc,30,FALSE,2009,,29-Jul,12-Oct,8,7,3,4,29-Jul,12-Oct,4.15335849
214,KRBP,Kiromic BioPharma Inc,9.270000458,TRUE,2020,,,,,,,,,,
215,KIRK,Kirkland's Inc,11.78999996,FALSE,2009,,8-Nov,22-Jan,6,6,5,5,8-Nov,22-Jan,3.131548096
216,KL,Kirkland Lake Gold Ltd,40.93999863,TRUE,2016,,,,,,,,,,
217,KNBWY,Kirin Holdings Co Ltd,22,FALSE,2009,,27-Feb,12-May,6,6,5,5,27-Feb,12-May,6.216931525
218,KNBWF,Kirin Holdings Co Ltd,18.70000076,TRUE,2012,,,,,,,,,,
219,KEX,Kirby Corp,49,FALSE,2009,,22-Mar,5-Jun,9,9,2,2,22-Mar,5-Jun,6.785996711
220,KIPS,Kips Bay Medical Inc,$0.01 ,TRUE,,'Date',,,,,,,,,
221,ALDVF,Kiplin Metals Inc,0.109999999,FALSE,2009,,5-Aug,19-Oct,2,2,9,9,5-Aug,19-Oct,10.37774701
222,KNNGF,KION GROUP AG,84.853302,TRUE,2018,,,,,,,,,,
223,KIGRY,KION GROUP AG,21.13500023,TRUE,2016,,,,,,,,,,
224,KTWEY,Kintetsu World Express Inc,$0.20 ,TRUE,,No data fetched for symbol KTWEY using YahooDailyReader,,,,,,,,,
225,KTWEF,Kintetsu World Express Inc,$16.42 ,TRUE,,'Date',,,,,,,,,
226,KINUF,Kintetsu Group Holdings Co Ltd,38.5,TRUE,2015,,,,,,,,,,
227,KTRA,Kintara Therapeutics Inc,1.679999948,TRUE,2020,,,,,,,,,,
228,KNSL,Kinsale Capital Group Inc,232.7299957,TRUE,2016,,,,,,,,,,
229,KGC,Kinross Gold Corp,7.53000021,FALSE,2009,,15-May,29-Jul,4,4,7,7,15-May,29-Jul,1.716588114
230,KNNAF,Kinnevik AB,0.792400002,TRUE,2020,,,,,,,,,,
231,KNVKF,Kinnevik AB,40.61999893,TRUE,2020,,,,,,,,,,
232,KNSA,Kiniksa Pharmaceuticals Ltd,14.80000019,TRUE,2018,,,,,,,,,,
233,SNNHF,Kingwell Group Ltd,$0.01 ,TRUE,,No data fetched for symbol SNNHF using YahooDailyReader,,,,,,,,,
234,KFS,Kingsway Financial Services Inc,3.069999933,FALSE,2009,,20-Mar,3-Jun,5,5,6,6,20-Mar,3-Jun,8.676091371
235,KINS,Kingstone Companies Inc,6.449999809,FALSE,2009,,15-Aug,29-Oct,5,4,6,7,15-Aug,29-Oct,6.997207847
236,KNGTF,Kingston Financial Group Ltd,0.25,TRUE,2019,,,,,,,,,,
237,KGRSY,Kingsrose Mining Ltd,$0.12 ,TRUE,,No data fetched for symbol KGRSY using YahooDailyReader,,,,,,,,,
238,KGSPY,Kingspan Group PLC,88.37999725,TRUE,2015,,,,,,,,,,
239,KGSPF,Kingspan Group PLC,91,FALSE,2009,,5-Sep,19-Nov,6,6,5,5,5-Sep,19-Nov,5.866587877
240,KSFTF,Kingsoft Corp Ltd,5.800000191,TRUE,2013,,,,,,,,,,
241,KC,Kingsoft Cloud Holdings Ltd,34.08000183,TRUE,2020,,,,,,,,,,
242,TUMIF,Kingsmen Resources Ltd,0.129999995,FALSE,2009,,31-Dec,16-Mar,10,10,1,1,31-Dec,16-Mar,-2.291200123
243,KMNCF,Kingsmen Creatives Ltd,0.150000006,TRUE,2012,,,,,,,,,,
244,ZNDX,Kingsmen Capital Group Ltd,$0.20 ,TRUE,,No data fetched for symbol ZNDX using YahooDailyReader,,,,,,,,,
245,KSKGY,Kingsgate Consolidated Ltd,0.289999992,FALSE,2009,,2-Jul,15-Sep,3,3,8,8,24-Sep,8-Dec,1.217877373
246,KSKGF,Kingsgate Consolidated Ltd,0.562919974,TRUE,2013,,,,,,,,,,
247,KGJI,Kingold Jewelry Inc,0.140000001,FALSE,2009,,28-Jun,11-Sep,6,6,5,5,28-Jun,11-Sep,5.51383102
248,KMSWF,Kingmaker Footwear Holdings Ltd,0.079999998,FALSE,2010,,15-Aug,29-Oct,7,4,3,6,31-Jan,15-Apr,5.588328366
249,KGFHY,Kingfisher PLC,7.889999866,FALSE,2009,,23-Feb,8-May,7,7,4,4,9-Feb,24-Apr,3.104552964
250,KGFHF,Kingfisher PLC,3.75,FALSE,2009,,5-Mar,19-May,6,6,5,5,1-Mar,15-May,6.573106357
251,KGDEY,Kingdee International Software Group Co Ltd,340,TRUE,2013,,,,,,,,,,
252,KGDEF,Kingdee International Software Group Co Ltd,2.900000095,TRUE,2013,,,,,,,,,,
253,KGBLY,Kingboard Laminates Holdings Ltd,39.47000122,TRUE,2019,,,,,,,,,,
